policy_id,customer_id,coverage_type,vehicle_age,annual_premium,accident_year
P500614,C100614,Comprehensive,3,1970.91,2021
P500615,C100615,Comprehensive,3,1775.64,2023
P500616,C100616,Collision,2,1652.42,2024
P500617,C100617,Comprehensive,15,2049.17,2023
P500618,C100618,Comprehensive,1,1977.0,2023
P500619,C100619,Collision,2,1001.73,2021
P500620,C100620,Comprehensive,4,2479.43,2021
P500621,C100621,Comprehensive,4,2783.51,2023
P500622,C100622,Comprehensive,3,1816.96,2022
P500623,C100623,Liability,7,1599.91,2022
P500624,C100624,Comprehensive,6,3041.41,2022
P500625,C100625,Liability,3,1443.6,2021
P500626,C100626,Comprehensive,4,1894.41,2023
P500627,C100627,Liability,22,1311.59,2022
P500628,C100628,Comprehensive,6,2213.49,2021
P500629,C100629,Comprehensive,0,1816.8,2024
P500630,C100630,Collision,3,1573.34,2023
P500631,C100631,Collision,3,1276.52,2022
P500632,C100632,Liability,18,894.84,2023
P500633,C100633,Liability,4,1126.65,2024
P500634,C100634,Comprehensive,4,1922.51,2022
P500635,C100635,Comprehensive,1,1917.5,2024
P500636,C100636,Comprehensive,5,1713.18,2023
P500637,C100637,Comprehensive,9,1463.79,2022
P500638,C100638,Collision,5,2102.08,2023
P500639,C100639,Collision,4,1844.55,2023
P500640,C100640,Collision,4,1373.87,2024
P500641,C100641,Liability,8,1682.37,2024
P500642,C100642,Comprehensive,4,1653.47,2023
P500643,C100643,Comprehensive,4,2642.27,2023
P500644,C100644,Collision,7,1569.59,2021
P500645,C100645,Collision,3,1182.27,2024
P500646,C100646,Collision,2,1184.6,2024
P500647,C100647,Collision,1,1896.69,2024
P500648,C100648,Collision,5,1527.08,2022
P500649,C100649,Liability,3,1022.68,2023
P500650,C100650,Collision,9,2071.92,2024
P500651,C100651,Comprehensive,4,1802.73,2023
P500652,C100652,Liability,9,1044.07,2022
P500653,C100653,Collision,7,2556.51,2021
P500654,C100654,Collision,1,912.47,2024
P500655,C100655,Comprehensive,2,1991.64,2023
P500656,C100656,Comprehensive,16,1941.59,2024
P500657,C100657,Collision,3,1519.33,2021
P500658,C100658,Collision,6,1413.3,2023
P500659,C100659,Comprehensive,5,1687.2,2024
P500660,C100660,Liability,1,654.66,2023
P500661,C100661,Collision,3,1355.42,2022
P500662,C100662,Collision,2,2166.7,2022
P500663,C100663,Liability,8,1358.95,2021
P500664,C100664,Comprehensive,3,2013.09,2021
P500665,C100665,Liability,7,1058.41,2022
P500666,C100666,Comprehensive,2,1313.09,2023
P500667,C100667,Comprehensive,0,2009.96,2024
P500668,C100668,Collision,5,1269.3,2024
P500669,C100669,Liability,7,927.84,2021
P500670,C100670,Collision,4,1059.34,2022
P500671,C100671,Comprehensive,5,2579.23,2021
P500672,C100672,Collision,1,1157.23,2022
P500673,C100673,Liability,4,946.16,2023
P500674,C100674,Comprehensive,9,1708.0,2022
P500675,C100675,Collision,16,1560.34,2024
P500676,C100676,Collision,5,1093.77,2021
P500677,C100677,Collision,6,1619.72,2023
P500678,C100678,Collision,9,1769.55,2024
P500679,C100679,Liability,5,1168.31,2021
P500680,C100680,Collision,6,862.64,2024
P500681,C100681,Comprehensive,13,2738.32,2024
P500682,C100682,Comprehensive,6,1835.05,2022
P500683,C100683,Collision,4,799.94,2022
P500684,C100684,Collision,13,982.05,2021
P500685,C100685,Comprehensive,6,1940.13,2023
P500686,C100686,Collision,2,930.58,2023
P500687,C100687,Comprehensive,4,2871.52,2021
P500688,C100688,Collision,17,1726.59,2023
P500689,C100689,Liability,10,1105.56,2024
P500690,C100690,Collision,3,1137.41,2024
P500691,C100691,Liability,11,1721.58,2024
P500692,C100692,Collision,4,1528.09,2021
P500693,C100693,Comprehensive,3,1420.92,2022
P500694,C100694,Comprehensive,9,2249.49,2023
P500695,C100695,Liability,2,717.84,2021
P500696,C100696,Comprehensive,3,1262.86,2024
P500697,C100697,Liability,5,732.73,2023
P500698,C100698,Collision,6,1777.41,2022
P500699,C100699,Collision,8,1141.02,2024
P500700,C100700,Collision,2,1416.9,2023
P500701,C100701,Comprehensive,5,1755.51,2024
P500702,C100702,Liability,1,1217.69,2023
P500703,C100703,Collision,1,1078.51,2024
P500704,C100704,Collision,3,1607.26,2024
P500705,C100705,Comprehensive,8,1816.16,2024
P500706,C100706,Comprehensive,7,2611.1,2024
P500707,C100707,Collision,4,1096.63,2023
P500708,C100708,Liability,1,1359.16,2024
P500709,C100709,Collision,6,1302.63,2022
P500710,C100710,Collision,25,1408.66,2021
P500711,C100711,Comprehensive,5,2102.15,2023
P500712,C100712,Comprehensive,2,1725.67,2021
P500713,C100713,Comprehensive,5,1431.12,2021
P500714,C100714,Collision,1,1023.52,2023
P500715,C100715,Collision,3,888.87,2022
P500716,C100716,Comprehensive,8,1437.81,2021
P500717,C100717,Collision,12,2111.04,2022
P500718,C100718,Collision,4,1690.62,2023
P500719,C100719,Collision,2,847.27,2023
P500720,C100720,Liability,8,1159.07,2022
P500721,C100721,Comprehensive,6,1570.38,2023
P500722,C100722,Liability,5,791.81,2022
P500723,C100723,Comprehensive,5,1374.01,2023
P500724,C100724,Collision,4,2206.85,2021
P500725,C100725,Liability,5,792.72,2021
P500726,C100726,Comprehensive,6,1743.83,2022
P500727,C100727,Comprehensive,6,2203.3,2024
P500728,C100728,Liability,5,1005.72,2024
P500729,C100729,Liability,2,924.87,2023
P500730,C100730,Collision,15,1805.32,2021
P500731,C100731,Collision,5,1467.78,2021
P500732,C100732,Liability,1,864.01,2023
P500733,C100733,Collision,4,1300.97,2023
P500734,C100734,Collision,4,1892.41,2022
P500735,C100735,Comprehensive,3,2071.93,2024
P500736,C100736,Comprehensive,2,1654.31,2024
P500737,C100737,Liability,6,1160.89,2021
P500738,C100738,Comprehensive,5,1077.58,2022
P500739,C100739,Collision,2,1262.93,2024
P500740,C100740,Collision,6,1929.0,2024
P500741,C100741,Liability,7,833.98,2022
P500742,C100742,Comprehensive,2,2147.61,2024
P500743,C100743,Comprehensive,4,1796.2,2023
P500744,C100744,Liability,15,709.29,2023
P500745,C100745,Liability,8,606.02,2024
P500746,C100746,Collision,8,1653.85,2022
P500747,C100747,Comprehensive,8,1557.01,2022
P500748,C100748,Collision,11,2115.54,2022
P500749,C100749,Liability,3,1335.25,2022
P500750,C100750,Comprehensive,1,2024.04,2021
P500751,C100751,Collision,4,1407.69,2022
P500752,C100752,Collision,3,1334.45,2021
P500753,C100753,Liability,4,1396.6,2023
P500754,C100754,Liability,8,1262.57,2024
P500755,C100755,Collision,3,1963.08,2024
P500756,C100756,Comprehensive,16,1822.1,2022
P500757,C100757,Comprehensive,1,1856.87,2023
P500758,C100758,Comprehensive,11,2544.03,2023
P500759,C100759,Collision,1,1108.11,2024
P500760,C100760,Collision,8,1213.31,2024
P500761,C100761,Collision,8,1049.5,2023
P500762,C100762,Collision,4,1021.99,2022
P500763,C100763,Liability,8,720.77,2022
P500764,C100764,Comprehensive,3,2922.18,2021
P500765,C100765,Liability,2,1079.64,2021
P500766,C100766,Comprehensive,8,2406.08,2022
P500767,C100767,Comprehensive,3,2649.9,2021
P500768,C100768,Liability,15,1408.2,2023
P500769,C100769,Liability,8,1215.99,2021
P500770,C100770,Comprehensive,6,1195.2,2024
P500771,C100771,Collision,4,1312.16,2022
P500772,C100772,Collision,2,1145.01,2024
P500773,C100773,Liability,10,1257.45,2021
P500774,C100774,Comprehensive,10,1918.26,2021
P500775,C100775,Collision,3,1541.03,2024
P500776,C100776,Collision,2,1166.85,2023
P500777,C100777,Comprehensive,5,1766.29,2021
P500778,C100778,Comprehensive,5,2568.9,2024
P500779,C100779,Collision,9,1777.48,2023
P500780,C100780,Comprehensive,4,3267.4,2023
P500781,C100781,Comprehensive,14,1922.33,2023
P500782,C100782,Comprehensive,7,2012.62,2023
P500783,C100783,Comprehensive,15,2534.56,2021
P500784,C100784,Liability,2,1162.39,2024
P500785,C100785,Comprehensive,6,2561.43,2024
P500786,C100786,Comprehensive,13,1807.47,2023
P500787,C100787,Collision,2,1046.81,2023
P500788,C100788,Collision,9,2591.5,2024
P500789,C100789,Collision,1,1401.83,2021
P500790,C100790,Collision,2,1340.22,2024
P500791,C100791,Liability,2,825.46,2024
P500792,C100792,Collision,2,1644.19,2022
P500793,C100793,Collision,8,1587.67,2023
P500794,C100794,Collision,4,885.47,2023
P500795,C100795,Comprehensive,5,1747.87,2024
P500796,C100796,Liability,3,774.9,2024
P500797,C100797,Comprehensive,5,1813.17,2023
P500798,C100798,Collision,12,1585.3,2024
P500799,C100799,Comprehensive,2,1908.56,2022
P500800,C100800,Liability,25,1652.98,2023
P500801,C100801,Liability,4,781.29,2024
P500802,C100802,Collision,2,1375.45,2023
P500803,C100803,Collision,2,1336.5,2024
P500804,C100804,Comprehensive,6,3291.3,2022
P500805,C100805,Collision,6,2454.9,2023
P500806,C100806,Collision,2,1356.8,2021
P500807,C100807,Comprehensive,11,2193.57,2023
P500808,C100808,Collision,7,1615.64,2023
P500809,C100809,Liability,11,1341.64,2024
P500810,C100810,Comprehensive,12,2126.8,2023
P500811,C100811,Collision,2,1354.17,2023
P500812,C100812,Collision,12,1534.23,2023
P500813,C100813,Collision,8,1575.4,2024
P500814,C100814,Liability,7,661.37,2023
P500815,C100815,Collision,4,1024.53,2023
P500816,C100816,Liability,11,1333.8,2022
P500817,C100817,Liability,12,1124.44,2024
P500818,C100818,Collision,7,2153.51,2023
P500819,C100819,Liability,7,1229.67,2021
P500820,C100820,Comprehensive,19,1673.08,2021
P500821,C100821,Comprehensive,0,1503.17,2023
P500822,C100822,Liability,13,1309.19,2023
P500823,C100823,Collision,5,1756.86,2022
P500824,C100824,Collision,14,1950.59,2021
P500825,C100825,Liability,2,1050.35,2023
P500826,C100826,Liability,7,956.32,2021
P500827,C100827,Collision,7,1578.44,2023
P500828,C100828,Liability,8,710.94,2024
P500829,C100829,Comprehensive,4,1995.82,2023
P500830,C100830,Comprehensive,3,1166.31,2021
P500831,C100831,Comprehensive,8,1517.18,2023
P500832,C100832,Comprehensive,8,1361.36,2021
P500833,C100833,Liability,5,632.85,2024
P500834,C100834,Collision,7,1536.1,2023
P500835,C100835,Liability,16,1462.69,2022
P500836,C100836,Collision,6,1986.49,2023
P500837,C100837,Collision,1,1473.29,2021
P500838,C100838,Liability,7,1188.24,2022
P500839,C100839,Comprehensive,2,2230.5,2022
P500840,C100840,Collision,6,957.62,2023
P500841,C100841,Liability,10,1040.75,2023
P500842,C100842,Comprehensive,5,1663.81,2021
P500843,C100843,Liability,9,1214.68,2024
P500844,C100844,Liability,9,1356.12,2022
P500845,C100845,Liability,12,1143.97,2024
P500846,C100846,Collision,17,1852.44,2022
P500847,C100847,Comprehensive,14,2183.84,2023
P500848,C100848,Comprehensive,0,2870.62,2023
P500849,C100849,Comprehensive,3,1954.9,2023
P500850,C100850,Collision,2,1486.82,2022
P500851,C100851,Comprehensive,8,2030.08,2023
P500852,C100852,Comprehensive,5,3093.79,2022
P500853,C100853,Comprehensive,3,1229.39,2024
P500854,C100854,Liability,3,1070.79,2023
P500855,C100855,Collision,4,936.18,2024
P500856,C100856,Liability,9,1500.85,2024
P500857,C100857,Collision,1,1897.36,2022
P500858,C100858,Comprehensive,3,1323.63,2021
P500859,C100859,Comprehensive,0,1283.89,2021
P500860,C100860,Comprehensive,9,2199.71,2022
P500861,C100861,Collision,11,1207.49,2023
P500862,C100862,Collision,7,1323.77,2023
P500863,C100863,Comprehensive,8,1574.96,2023
P500864,C100864,Liability,6,1325.85,2021
P500865,C100865,Liability,7,855.78,2023
P500866,C100866,Collision,1,802.54,2024
P500867,C100867,Comprehensive,7,1477.52,2024
P500868,C100868,Collision,3,1253.91,2023
P500869,C100869,Liability,8,1008.07,2021
P500870,C100870,Collision,4,1068.42,2022
P500871,C100871,Comprehensive,13,2352.62,2021
P500872,C100872,Collision,6,1210.4,2023
P500873,C100873,Liability,2,1206.57,2022
P500874,C100874,Liability,2,1029.1,2021
P500875,C100875,Collision,3,1257.6,2022
P500876,C100876,Collision,5,1639.83,2021
P500877,C100877,Liability,12,823.63,2024
P500878,C100878,Comprehensive,4,1515.62,2021
P500879,C100879,Comprehensive,7,1878.25,2022
P500880,C100880,Liability,2,922.19,2023
P500881,C100881,Collision,8,1472.68,2024
P500882,C100882,Collision,5,1428.0,2024
P500883,C100883,Collision,7,867.78,2022
P500884,C100884,Collision,14,2908.85,2021
P500885,C100885,Collision,6,1623.69,2024
P500886,C100886,Collision,2,1462.63,2023
P500887,C100887,Liability,6,682.71,2022
P500888,C100888,Comprehensive,6,1689.38,2023
P500889,C100889,Collision,9,1173.19,2024
P500890,C100890,Liability,6,729.81,2022
P500891,C100891,Collision,13,2433.31,2023
P500892,C100892,Liability,9,1114.31,2023
P500893,C100893,Collision,6,1403.05,2023
P500894,C100894,Liability,5,762.63,2023
P500895,C100895,Collision,2,1800.36,2024
P500896,C100896,Collision,4,846.06,2022
P500897,C100897,Collision,1,886.88,2024
P500898,C100898,Collision,5,1287.84,2023
P500899,C100899,Comprehensive,1,1954.14,2024
P500900,C100900,Comprehensive,6,1983.29,2024
P500901,C100901,Collision,2,1283.31,2023
P500902,C100902,Collision,7,2190.68,2021
P500903,C100903,Comprehensive,5,1779.26,2023
P500904,C100904,Collision,3,1510.07,2022
P500905,C100905,Collision,1,1161.46,2022
P500906,C100906,Comprehensive,5,1148.88,2022
P500907,C100907,Collision,5,1272.81,2024
P500908,C100908,Liability,17,843.58,2024
P500909,C100909,Comprehensive,4,1804.38,2024
P500910,C100910,Collision,9,1301.65,2021
P500911,C100911,Collision,3,1286.93,2022
P500912,C100912,Liability,2,888.91,2021
P500913,C100913,Comprehensive,7,2192.83,2024
P500914,C100914,Comprehensive,4,967.37,2021
P500915,C100915,Collision,5,1214.22,2023
P500916,C100916,Liability,0,982.51,2023
P500917,C100917,Collision,3,1997.35,2022
P500918,C100918,Liability,3,1513.39,2023
P500919,C100919,Collision,2,1595.98,2022
P500920,C100920,Comprehensive,4,1732.71,2022
P500921,C100921,Comprehensive,1,1736.14,2021
P500922,C100922,Comprehensive,6,1899.26,2023
P500923,C100923,Collision,4,1844.25,2024
P500924,C100924,Liability,4,866.5,2022
P500925,C100925,Comprehensive,7,2322.98,2023
P500926,C100926,Comprehensive,2,2671.22,2022
P500927,C100927,Collision,14,1394.8,2022
P500928,C100928,Liability,2,1071.2,2023
P500929,C100929,Comprehensive,9,1781.8,2022
P500930,C100930,Liability,12,746.05,2023
P500931,C100931,Comprehensive,1,1203.68,2024
P500932,C100932,Collision,3,1558.35,2022
P500933,C100933,Liability,2,1098.73,2023
P500934,C100934,Liability,7,1132.08,2022
P500935,C100935,Liability,3,1191.7,2023
P500936,C100936,Comprehensive,2,2233.62,2023
P500937,C100937,Liability,4,802.83,2024
P500938,C100938,Collision,5,994.2,2023
P500939,C100939,Collision,11,1293.31,2022
P500940,C100940,Collision,11,1414.48,2024
P500941,C100941,Collision,3,1820.73,2024
P500942,C100942,Liability,1,1377.77,2023
P500943,C100943,Liability,7,1339.11,2023
P500944,C100944,Collision,4,1570.45,2023
P500945,C100945,Comprehensive,12,2363.45,2023
P500946,C100946,Collision,12,1452.2,2023
P500947,C100947,Liability,7,1046.29,2023
P500948,C100948,Collision,6,1123.55,2022
P500949,C100949,Liability,6,777.78,2021
P500950,C100950,Comprehensive,6,1355.38,2022
P500951,C100951,Collision,6,755.77,2022
P500952,C100952,Comprehensive,3,2113.02,2024
P500953,C100953,Collision,3,1603.37,2024
P500954,C100954,Collision,4,2545.24,2023
P500955,C100955,Liability,16,812.85,2021
P500956,C100956,Liability,0,993.19,2021
P500957,C100957,Liability,3,1373.37,2021
P500958,C100958,Comprehensive,4,1208.91,2022
P500959,C100959,Comprehensive,7,1660.09,2023
P500960,C100960,Liability,3,613.45,2024
P500961,C100961,Comprehensive,13,2132.14,2022
P500962,C100962,Collision,11,1824.29,2021
P500963,C100963,Comprehensive,13,1602.36,2022
P500964,C100964,Comprehensive,6,1867.04,2023
P500965,C100965,Comprehensive,12,2123.62,2021
P500966,C100966,Collision,3,2104.05,2024
P500967,C100967,Collision,5,2284.56,2023
P500968,C100968,Collision,1,1497.62,2024
P500969,C100969,Liability,7,1281.8,2024
P500970,C100970,Collision,7,1537.99,2023
P500971,C100971,Comprehensive,6,2909.81,2024
P500972,C100972,Liability,4,1057.63,2023
P500973,C100973,Collision,9,1995.67,2022
P500974,C100974,Collision,12,1703.26,2021
P500975,C100975,Collision,16,2119.63,2024
P500976,C100976,Liability,7,1079.97,2022
P500977,C100977,Comprehensive,5,1241.31,2023
P500978,C100978,Comprehensive,3,1044.88,2021
P500979,C100979,Liability,8,721.82,2021
P500980,C100980,Collision,3,1511.57,2022
P500981,C100981,Liability,7,1122.07,2023
P500982,C100982,Liability,3,958.54,2024
P500983,C100983,Collision,5,1070.07,2022
P500984,C100984,Collision,2,1117.25,2022
P500985,C100985,Collision,4,2049.03,2024
P500986,C100986,Liability,7,844.61,2023
P500987,C100987,Collision,10,1112.8,2022
P500988,C100988,Comprehensive,4,2112.85,2024
P500989,C100989,Comprehensive,1,2058.88,2021
P500990,C100990,Liability,1,777.38,2023
P500991,C100991,Collision,1,1231.16,2024
P500992,C100992,Liability,12,1192.34,2021
P500993,C100993,Comprehensive,23,3249.49,2023
P500994,C100994,Comprehensive,5,1473.15,2022
P500995,C100995,Collision,1,1844.11,2022
P500996,C100996,Collision,2,952.98,2022
P500997,C100997,Comprehensive,2,1444.16,2024
P500998,C100998,Liability,12,1333.25,2021
P500999,C100999,Comprehensive,4,2099.33,2021
P501000,C101000,Liability,25,1135.34,2021
P501001,C101001,Liability,2,1152.14,2021
P501002,C101002,Collision,2,1410.72,2023
P501003,C101003,Liability,4,1688.45,2022
P501004,C101004,Liability,3,690.92,2024
P501005,C101005,Liability,11,1155.21,2024
P501006,C101006,Comprehensive,5,1992.46,2023
P501007,C101007,Liability,8,1337.27,2022
P501008,C101008,Collision,6,1868.88,2024
P501009,C101009,Liability,6,975.03,2021
P501010,C101010,Comprehensive,4,1986.47,2024
P501011,C101011,Liability,11,715.11,2022
P501012,C101012,Collision,10,987.02,2023
P501013,C101013,Collision,3,1414.07,2023
P501014,C101014,Collision,4,1079.66,2023
P501015,C101015,Comprehensive,2,1391.3,2022
P501016,C101016,Liability,6,1091.94,2022
P501017,C101017,Liability,7,1269.45,2022
P501018,C101018,Collision,3,1190.62,2024
P501019,C101019,Collision,4,1784.42,2022
P501020,C101020,Comprehensive,3,1496.87,2023
P501021,C101021,Liability,2,1160.53,2021
P501022,C101022,Comprehensive,4,2147.01,2021
P501023,C101023,Liability,4,667.25,2021
P501024,C101024,Liability,3,1067.87,2024
P501025,C101025,Comprehensive,2,2476.76,2023
P501026,C101026,Comprehensive,19,1470.21,2024
P501027,C101027,Liability,4,1150.02,2023
P501028,C101028,Comprehensive,6,1364.95,2021
P501029,C101029,Liability,8,675.21,2023
P501030,C101030,Comprehensive,6,2177.26,2024
P501031,C101031,Liability,8,1679.14,2024
P501032,C101032,Liability,6,655.67,2023
P501033,C101033,Comprehensive,1,1123.35,2023
P501034,C101034,Liability,6,1482.33,2022
P501035,C101035,Collision,4,1244.2,2022
P501036,C101036,Comprehensive,2,1716.29,2021
P501037,C101037,Liability,16,1515.16,2023
P501038,C101038,Comprehensive,1,1256.17,2022
P501039,C101039,Collision,7,1600.73,2022
P501040,C101040,Liability,7,870.14,2021
P501041,C101041,Liability,13,909.44,2024
P501042,C101042,Liability,6,892.06,2021
P501043,C101043,Collision,3,1759.62,2022
P501044,C101044,Collision,1,1505.99,2022
P501045,C101045,Comprehensive,1,2032.04,2021
P501046,C101046,Collision,4,1542.84,2024
P501047,C101047,Collision,12,984.93,2022
P501048,C101048,Comprehensive,1,2955.04,2022
P501049,C101049,Collision,6,1910.01,2024
P501050,C101050,Comprehensive,11,1109.08,2022
P501051,C101051,Collision,15,1411.16,2023
P501052,C101052,Comprehensive,4,1709.51,2024
P501053,C101053,Comprehensive,1,1365.52,2022
P501054,C101054,Collision,10,995.4,2022
P501055,C101055,Collision,4,2076.15,2022
P501056,C101056,Liability,7,833.58,2021
P501057,C101057,Collision,7,1829.82,2023
P501058,C101058,Collision,2,959.93,2022
P501059,C101059,Collision,0,1224.08,2021
P501060,C101060,Liability,6,937.64,2024
P501061,C101061,Comprehensive,9,2139.68,2022
P501062,C101062,Liability,10,1129.85,2021
P501063,C101063,Comprehensive,7,1236.92,2022
P501064,C101064,Comprehensive,9,1354.2,2024
P501065,C101065,Liability,3,538.64,2022
P501066,C101066,Collision,11,2044.77,2021
